"user_id","target","time"
2144,0,91
2160,0,82
2163,0,81
2167,0,84
2200,0,1
2227,0,91
2234,0,55
2237,0,89
2240,0,91
2256,0,90
2263,0,80
2282,0,72
2286,0,86
2300,0,52
2303,0,85
2313,0,63
2318,0,91
2321,0,42
2323,0,91
2324,0,91
2326,0,91
2329,0,72
2353,0,91
2358,0,82
2366,0,89
2368,0,59
2375,0,91
2376,0,91
2378,0,35
2379,0,90
2383,0,74
2386,0,86
2392,0,89
2407,0,64
2412,0,51
2418,0,82
2431,0,86
2438,0,87
2454,0,91
2455,0,91
2469,0,90
2470,0,90
2472,0,89
2488,0,91
2498,0,87
2505,0,88
2513,0,52
2517,0,90
2518,0,86
2524,0,70
2546,0,91
2572,0,81
2579,0,90
2594,0,91
2613,0,42
2621,0,90
2623,0,90
2630,0,91
2631,0,85
2641,0,82
2659,0,83
2664,0,91
2668,0,91
2677,0,81
2680,0,90
2681,0,31
2682,0,87
2685,0,91
2686,0,64
2705,0,91
2719,0,91
2721,0,89
2722,0,88
2727,0,91
2732,0,89
2734,0,85
2737,0,88
2748,0,82
2750,0,91
2759,0,90
2767,1,63
2784,0,91
2807,0,71
2817,0,81
2818,0,91
2849,0,91
2857,0,85
2881,0,91
2893,0,82
2905,0,54
2914,0,86
2915,0,89
2940,0,90
2954,0,69
2959,0,50
2974,0,91
2977,0,38
2981,0,90
2993,0,71
3002,0,4
3007,0,79
3009,0,90
3038,0,82
3041,0,91
3056,0,87
3057,0,90
3069,0,91
3075,0,90
3079,0,76
3080,0,91
3083,0,85
3098,0,86
3103,0,86
3110,0,91
3133,0,91
3155,0,73
3167,0,62
3194,0,90
3210,0,90
3217,0,91
3221,0,41
3233,0,90
3239,0,54
3241,0,77
3260,0,58
3261,0,91
3267,0,12
3269,1,9
3287,0,80
3290,0,90
3298,0,91
3303,0,91
3309,0,91
3319,0,64
3328,1,87
3341,0,80
3344,0,34
3355,0,91
3366,0,89
3378,1,24
3392,0,91
3404,0,70
3438,0,91
3454,0,91
3455,0,90
3458,0,83
3459,0,82
3460,0,91
3479,0,91
3493,0,87
3494,0,88
3507,0,91
3511,0,91
3517,0,71
3530,0,91
3533,0,91
3537,0,86
3544,0,72
3556,0,89
3559,0,91
3562,0,81
3570,0,90
3582,0,90
3586,0,80
3587,0,83
3590,0,91
3594,0,91
3604,1,27
3628,0,80
3644,0,78
3662,0,65
3668,0,88
3671,0,80
3683,0,91
3690,0,87
3708,0,91
3709,0,90
3713,0,79
3719,0,82
3720,0,91
3722,0,91
3723,0,91
3724,0,72
3727,0,77
3746,0,89
3772,0,86
3779,0,86
3808,0,84
3814,0,91
3830,0,91
3835,0,74
3838,0,91
3841,0,86
3855,0,82
3856,0,91
3865,0,87
3866,0,30
3869,0,91
3879,0,91
3888,0,91
3890,0,91
3891,0,87
3918,0,91
3934,0,89
3953,0,91
3963,1,86
3972,0,91
3974,0,86
3981,0,91
3991,0,91
4014,0,89
4015,0,41
4016,0,85
4025,0,86
4033,0,86
4037,0,91
4039,0,75
4041,0,91
4051,0,90
4057,0,91
4062,0,76
4067,0,81
4074,0,67
4075,0,91
4083,0,87
4085,0,86
4102,0,90
4115,0,59
4133,0,61
4143,0,91
4145,0,89
4147,1,73
4158,0,91
4168,0,91
4169,0,60
4173,0,89
4188,0,90
4192,1,1
4193,0,89
4204,0,91
4216,0,89
4220,0,68
4222,0,90
4224,0,91
4225,0,67
4229,0,25
4236,0,91
4240,0,79
4252,0,73
4259,0,91
4274,0,91
4288,0,91
4307,0,91
4314,0,90
4325,0,87
4327,0,88
4388,0,76
4404,0,91
4408,0,90
4428,0,87
4432,0,91
4434,0,89
4458,0,90
4476,0,87
4480,0,86
4484,0,91
4486,0,86
4505,0,65
4510,0,86
4519,0,90
4522,0,47
4530,0,83
4559,0,90
4561,0,89
4571,0,88
4572,0,82
4581,0,88
4604,0,86
4607,0,73
4609,0,86
4614,0,91
4626,0,91
4629,0,90
4635,0,91
4659,0,89
4664,0,88
4674,0,89
4676,0,91
4684,0,89
4686,0,91
4692,0,91
4702,0,91
4716,0,87
4718,0,88
4723,0,88
4724,0,79
4731,0,91
4735,0,41
4738,0,91
4739,0,62
4747,0,76
4749,0,77
4756,0,88
4765,0,91
4768,0,80
4778,1,60
4783,0,89
4790,0,91
4797,0,90
4800,1,34
4805,0,91
4807,0,84
4810,0,80
4814,0,33
4816,0,88
4822,0,91
4825,1,4
4833,0,91
4834,0,91
4847,0,91
4851,0,91
4858,0,90
4868,0,91
4869,0,89
4870,0,91
4873,1,37
4891,0,91
4895,0,80
4924,0,80
4935,0,64
4939,0,91
4953,0,91
4954,0,79
4955,0,83
4969,0,88
4970,0,81
4974,0,89
4988,0,90
4995,0,80
5008,0,91
5014,0,91
5018,0,90
5020,0,79
5028,0,83
5037,0,91
5055,0,91
5059,0,90
5062,0,91
5068,0,91
5073,0,91
5082,0,88
5083,0,91
5085,0,91
5086,0,87
5096,0,91
5097,0,91
5149,0,89
5157,0,54
5159,0,64
5162,0,90
5194,0,82
5205,0,91
5215,0,86
5218,0,74
5221,0,91
5239,0,91
5241,0,63
5247,0,90
5254,0,91
5265,0,91
5266,0,54
5268,0,83
5288,0,91
5295,0,80
5306,0,91
5318,0,91
5330,0,89
5350,0,89
5355,0,52
5360,0,90
5367,0,91
5384,0,89
5393,0,82
5416,0,90
5423,0,77
5439,0,91
5465,0,77
5471,0,45
5475,0,91
5478,1,20
5489,0,91
5492,0,89
5496,0,91
5499,0,90
5501,0,86
5508,0,86
5513,0,81
5514,0,74
5525,0,91
5538,0,58
5540,0,61
5554,0,78
5558,0,90
5563,0,91
5569,0,91
5573,0,91
5579,0,60
5582,0,91
5590,0,76
5597,0,91
5600,0,86
5606,0,91
5607,0,82
5609,0,89
5615,0,72
5621,0,91
5652,0,45
5689,0,90
5714,0,91
5729,0,37
5734,0,91
5738,0,70
5752,1,16
5755,0,90
5757,0,85
5762,0,90
5764,0,84
5770,0,90
5786,0,90
5790,0,91
5794,1,57
5797,0,91
5818,0,91
5822,0,87
5835,0,88
5840,0,90
5850,0,91
5854,0,91
5873,0,84
5880,0,87
5923,0,65
5926,0,78
5927,0,91
5930,0,91
5947,0,41
5952,0,90
5955,0,84
5960,0,89
5962,0,77
5965,0,88
5968,0,91
5970,0,89
5979,0,91
5989,0,90
6012,0,77
6017,0,83
6020,1,82
6023,1,19
6036,0,91
6048,0,88
6054,0,91
6055,0,91
6062,0,91
6086,0,53
6088,0,72
6092,0,84
6098,0,91
6102,0,91
6104,0,79
6114,0,91
6125,0,62
6155,0,91
6160,0,75
6165,0,89
6186,0,91
6205,0,91
6228,0,89
6230,0,91
6241,0,90
6262,0,91
6264,0,91
6266,0,91
6283,0,83
6288,0,90
6309,0,90
6312,0,91
6321,0,90
6332,0,90
6336,0,89
6338,1,62
6347,0,77
6355,0,86
6366,0,90
6373,0,91
6375,0,81
6376,0,91
6409,0,88
6414,0,82
6422,0,74
6432,0,58
6438,0,83
6443,0,86
6450,0,81
6458,0,54
6459,0,90
6461,0,91
6467,0,91
6468,0,86
6471,0,90
6482,0,55
6484,0,91
6518,0,82
6523,0,91
6542,0,72
6554,0,76
6557,0,79
6560,0,91
6569,0,91
6572,0,86
6573,0,91
6579,0,91
6592,0,89
6598,0,17
6600,0,91
6602,0,83
6614,0,90
6628,0,88
6649,0,91
6650,0,67
6669,0,90
6671,0,91
6686,0,90
6691,0,61
6699,0,86
6734,0,91
6735,0,90
6761,0,52
6772,0,90
6786,0,90
6792,0,91
6793,1,46
6802,0,91
6808,0,74
6828,0,81
6837,0,90
6841,0,68
6856,0,81
6861,0,6
6863,0,81
6870,0,90
6876,0,91
6883,0,91
6887,0,91
6908,0,90
6910,0,91
6913,0,91
6926,0,88
6936,0,47
6953,1,81
6954,0,91
6956,0,91
6957,0,88
6961,0,91
6963,0,84
6970,0,91
6978,0,73
6990,0,91
6993,0,87
6999,0,88
7003,0,90
7013,0,69
7022,0,88
7024,1,52
7027,0,88
7028,0,91
7054,0,74
7057,0,73
7072,0,88
7074,0,91
7129,0,50
7130,0,78
7141,1,25
7148,0,91
7178,0,30
7191,0,91
7200,1,64
7208,0,91
7210,0,82
7221,0,69
7225,0,83
7227,0,90
7229,0,73
7242,0,75
7249,0,71
7259,0,90
7272,0,72
7285,0,83
7287,0,91
7288,0,90
7293,0,91
7314,0,86
7334,0,91
7338,0,66
7342,0,91
7357,0,86
7365,0,91
7369,0,90
7374,0,87
7380,0,91
7383,0,78
7388,0,91
7389,0,91
7392,0,91
7400,0,91
7421,0,90
7423,0,91
7424,0,85
7425,0,91
7429,1,61
7448,0,81
7452,0,85
7460,0,91
7466,0,91
7473,0,89
7477,0,88
7490,0,84
7506,0,80
7515,0,91
7539,0,87
7562,0,86
7569,0,85
7585,0,91
7594,0,91
7613,0,89
7627,0,91
7629,0,88
7639,0,34
7648,0,83
7662,0,89
7665,0,87
7674,0,80
7686,0,91
7690,0,76
7716,0,91
7722,0,64
7723,0,87
7728,0,34
7748,0,76
7749,0,88
7775,0,84
7777,0,86
7797,1,60
7800,0,91
7801,0,87
7811,1,74
7814,0,91
7824,0,90
7841,0,73
7853,0,91
7860,0,90
7871,1,45
7872,0,43
7882,0,90
7915,0,91
7918,0,91
7941,0,91
7948,0,89
7962,0,35
7971,0,90
7985,0,87
7986,1,11
7990,0,89
7992,0,91
7998,0,89
8006,0,88
8020,0,91
8029,0,90
8032,0,91
8033,0,91
8034,0,91
8050,0,86
8060,0,86
8064,0,90
8071,0,48
8077,0,90
8088,0,91
8095,1,90
8098,0,91
8143,0,91
8144,0,48
8152,0,84
8171,0,89
8180,0,91
8190,0,86
8200,0,85
8202,1,91
8209,0,38
8218,0,91
8226,0,91
8239,0,89
8245,1,67
8247,0,89
8254,0,81
8261,0,91
8270,0,91
8271,0,87
8272,1,80
8288,0,84
8290,0,90
8294,0,91
8298,0,91
8313,0,83
8314,0,45
8317,0,69
8329,0,91
8337,0,91
8350,0,84
8354,0,91
8358,0,91
8363,0,90
8366,0,85
8377,0,91
8383,0,80
8391,0,90
8404,0,91
8410,1,29
8420,0,91
8437,0,89
8442,1,13
8443,0,79
8445,0,76
8451,0,76
8455,0,61
8487,0,89
8493,0,81
8494,0,91
8495,0,91
8501,0,87
8530,0,73
8563,0,91
8602,0,91
8604,0,48
8620,0,89
8630,0,88
8631,0,89
8638,0,80
8641,0,91
8662,0,39
8673,0,90
8699,0,91
8706,0,90
8718,0,87
8731,0,86
8733,0,91
8735,0,79
8744,0,81
8748,1,79
8765,0,91
8768,0,91
8769,0,76
8776,0,69
8780,0,88
8787,0,90
8817,0,91
8824,0,60
8839,1,52
8844,0,91
8845,0,87
8849,0,78
8859,0,84
8864,0,91
8879,0,91
8888,0,91
8904,0,90
8909,0,86
8924,0,91
8926,0,87
8929,1,41
8940,0,91
8964,0,89
8966,0,75
8971,0,89
8987,0,12
8988,0,91
8989,0,91
8998,0,90
9000,0,73
9013,0,86
9023,1,66
9030,0,89
9032,1,8
9052,0,82
9056,0,83
9059,0,22
9063,1,74
9071,0,86
9073,0,77
9085,0,91
9091,0,91
9099,0,83
9114,0,91
9124,0,14
9133,0,91
9142,0,84
9145,0,89
9146,0,84
9151,0,91
9152,0,88
9160,0,85
9193,0,91
9195,0,90
9213,0,83
9216,0,91
9224,0,87
9230,1,53
9239,0,70
9243,0,91
9244,0,91
9257,0,91
9282,0,90
9287,0,84
9290,0,87
9295,0,78
9297,0,90
9304,0,59
9314,0,61
9340,0,91
9343,0,91
9344,0,91
9345,0,71
9348,0,72
9364,0,91
9373,0,85
9383,0,70
9395,0,87
9396,0,81
9407,0,91
9413,0,78
9416,0,88
9419,0,91
9435,0,89
9437,0,91
9447,0,91
9461,0,90
9467,0,87
9474,0,7
9483,0,91
9488,0,66
9504,0,82
9515,0,81
9532,0,88
9544,0,91
9555,0,50
9564,0,85
9576,0,91
9579,0,91
9584,0,91
9586,0,91
9587,0,85
9591,0,91
9604,0,57
9619,0,87
9654,0,91
9659,0,91
9678,0,91
9687,0,85
9700,0,90
9702,0,81
9716,0,90
9718,0,77
9725,0,91
9744,0,41
9747,0,87
9753,0,91
9754,0,91
9765,1,46
9772,0,91
9773,0,91
9781,0,68
9782,0,89
9792,0,87
9803,0,72
9820,0,90
9825,0,90
9844,0,91
9853,0,86
9868,0,84
9873,0,12
9885,0,68
9886,0,89
9891,0,86
9892,0,80
9916,0,89
9926,0,47
9948,0,91
9968,0,91
9971,0,8
9977,0,90
9983,0,91
9986,0,33
9991,0,91
9997,0,74
9998,0,91
10027,0,84
10049,0,91
10053,1,74
10056,0,85
10058,0,84
10075,0,91
10087,0,91
10089,0,83
10108,0,90
10109,0,84
10114,0,83
10117,0,91
10122,0,91
10123,0,34
10124,0,78
10128,1,38
10135,0,86
10141,0,91
10151,0,91
10154,0,7
10155,0,85
10160,0,91
10190,0,89
10194,0,90
10196,0,91
10198,0,78
10203,0,25
10248,0,90
10251,0,85
10280,0,76
10283,0,91
10290,0,88
10295,0,56
10299,0,79
10308,0,91
10310,0,91
10315,0,91
10316,0,90
10353,0,91
10363,0,88
10371,0,91
10374,0,88
10391,0,91
10399,0,86
10417,0,86
10443,0,91
10447,0,72
10449,0,69
10450,0,90
10474,0,88
10480,0,91
10495,0,91
10498,0,91
10504,0,91
10507,0,89
10515,0,91
10538,0,90
10540,0,91
10543,0,91
10550,0,91
10559,0,90
10577,0,91
10608,0,90
10610,0,72
10611,0,51
10612,0,91
10616,0,89
10627,0,84
10630,0,87
10631,0,89
10635,0,67
10660,0,90
10665,0,91
10675,0,51
10677,0,75
10689,0,74
10691,0,83
10696,0,68
10699,0,91
10703,0,39
10705,0,91
10709,0,82
10711,0,89
10765,0,91
10775,0,91
10776,0,81
10783,0,91
10785,0,91
10801,0,91
10804,0,91
10818,0,88
10829,0,91
10830,0,91
10848,1,88
10877,0,64
10879,0,91
10895,0,86
10900,0,67
10913,0,90
10915,0,54
10923,0,81
10929,0,33
10932,0,91
10935,0,91
10947,0,82
10964,0,89
10970,0,89
10987,0,90
10996,0,90
11005,0,91
11006,0,78
11008,0,91
11012,0,91
11013,0,51
11022,0,87
11024,1,74
11031,0,89
11047,0,91
11055,0,68
11056,0,87
11062,0,91
11067,0,89
11072,1,78
11087,0,91
11092,0,91
11100,0,58
11104,0,91
11109,0,90
11136,0,76
11137,0,91
11139,0,74
11141,0,91
11144,0,91
11148,0,91
11151,0,91
11171,0,91
11179,0,71
11181,0,73
11196,0,91
11206,0,91
11215,0,91
11225,0,67
11228,0,90
11230,0,91
11232,0,90
11233,0,91
11237,0,90
11239,0,81
11251,0,91
11260,0,82
11290,0,91
11292,0,85
11294,0,91
11313,0,89
11318,0,91
11329,0,90
11337,0,91
11342,0,89
11348,0,91
11357,0,91
11370,0,91
11371,0,85
11395,0,91
11404,0,41
11416,0,91
11446,0,91
11492,0,90
11516,0,29
11520,0,50
11533,0,34
11534,0,89
11558,0,44
11561,0,90
11566,0,91
11572,0,52
11586,0,82
11588,0,60
11589,0,90
11596,0,87
11597,0,56
11598,0,83
11611,0,77
11619,1,68
11634,0,68
11649,0,91
11653,0,88
11686,0,91
11702,0,76
11708,0,89
11709,0,88
11722,0,50
11728,0,91
11732,0,90
11736,0,91
11739,0,91
11744,0,91
11755,0,91
11769,0,91
11775,0,65
11780,0,86
11787,0,91
11789,0,91
11825,0,89
11837,0,91
11850,0,79
11865,0,73
11868,0,91
11882,0,91
11883,0,80
11886,0,91
11888,0,89
11913,0,84
11934,0,91
11937,0,82
11944,0,72
11953,0,64
11963,0,91
11969,1,13
11980,0,91
11982,0,91
12014,0,52
12018,0,87
12026,0,63
12027,0,91
12042,0,85
12043,0,91
12050,0,89
12090,1,3
12097,0,62
12101,0,91
12102,0,91
12105,0,20
12114,1,79
12132,0,91
12133,0,89
12136,0,81
12138,0,88
12142,0,91
12157,0,91
12158,0,90
12163,0,91
12170,0,91
12175,0,91
12180,0,91
12196,0,91
12217,0,91
12220,0,85
12222,0,89
12231,0,91
12233,0,81
12237,0,86
12249,0,91
12252,0,90
12267,0,37
12276,0,82
12316,0,79
12328,0,91
12340,0,90
12342,0,91
12347,0,90
12350,0,91
12358,0,91
12361,0,91
12362,0,89
12368,0,91
12388,0,91
12408,0,91
12411,0,91
12415,0,64
12420,0,17
12426,0,87
12434,0,85
12446,0,91
12449,0,91
12474,0,84
12489,0,79
12495,0,91
12506,0,90
12508,0,91
12526,0,88
12528,0,87
12538,0,90
12539,0,16
12546,0,90
12559,0,56
12563,0,81
12584,0,70
12615,0,23
12624,0,85
12651,0,88
12653,0,88
12681,0,91
12682,0,72
12684,0,68
12694,0,81
12704,1,17
12728,0,79
12744,0,80
12745,0,83
12749,0,75
12754,0,29
12756,0,71
12757,0,91
12765,0,79
12770,0,20
12773,0,91
12778,0,91
12788,0,89
12789,0,77
12791,0,89
12792,0,53
12799,0,50
12801,0,91
12806,0,87
12814,0,89
12815,0,88
12816,0,35
12819,0,91
12820,0,91
12825,0,77
12827,0,91
12833,0,91
12836,0,91
12850,0,72
12852,0,91
12872,0,91
12875,0,84
12887,0,91
12893,0,83
12894,0,81
12895,0,90
12904,0,91
12925,0,91
12957,0,60
12959,0,91
12966,0,52
12987,0,91
12990,0,80
13041,0,91
13046,0,91
13048,0,81
13069,0,91
13070,0,90
13074,0,91
13080,0,91
13088,0,90
13098,0,91
13114,0,91
13118,0,91
13139,0,66
13142,0,90
13143,0,91
13145,0,91
13153,0,87
13177,0,84
13178,0,83
13208,0,76
13215,0,88
13223,0,81
13232,0,91
13244,0,85
13247,0,91
13253,1,40
13259,0,87
13282,0,67
13286,0,91
13292,0,90
13295,0,87
13299,0,46
13304,0,81
13336,0,89
13339,0,91
13342,0,90
13345,1,56
13346,0,88
13370,0,90
13375,0,91
13389,0,91
13402,0,89
13405,0,90
13434,0,89
13437,0,91
13447,0,68
13453,0,91
13467,0,54
13468,0,64
13476,0,87
13488,0,88
13490,0,91
13503,0,91
13516,1,4
13517,0,91
13520,0,84
13523,0,90
13528,0,91
13539,0,91
13545,0,89
13552,0,84
13554,0,85
13563,0,90
13579,0,91
13586,0,87
13604,0,89
13620,0,91
13675,0,90
13676,0,87
13695,0,91
13696,0,86
13698,0,72
13703,0,86
13709,0,91
13711,0,82
13712,0,88
13721,0,91
13733,0,91
13754,0,91
13780,0,91
13791,0,91
13804,0,91
13805,0,89
13820,0,91
13821,0,86
13831,0,81
13844,0,72
13846,0,91
13868,0,87
13876,0,90
13883,0,91
13895,0,68
13896,0,90
13898,0,47
13907,0,91
13914,0,34
13916,0,90
13926,0,13
13927,0,70
13946,0,91
13955,0,90
13973,0,91
13979,0,91
13980,0,91
13987,0,75
13996,0,51
14006,0,87
14014,0,91
14020,1,14
14029,1,73
14042,0,91
14044,0,91
14055,0,91
14058,1,54
14066,0,84
14084,0,87
14090,0,91
14099,0,90
14101,0,88
14102,0,91
14103,0,70
14107,0,91
14109,0,85
14111,0,40
14115,0,82
14122,0,91
14127,0,91
14131,0,91
14149,0,87
14189,0,90
14218,0,90
14221,0,88
14227,0,85
14230,0,91
14232,0,87
14247,0,91
14252,0,78
14254,0,90
14278,0,91
14313,0,91
14318,0,91
14320,0,91
14330,0,56
14351,0,90
14356,0,68
14374,1,19
14375,0,90
14385,0,91
14389,0,91
14391,0,87
14421,0,91
14426,0,81
14429,0,46
14433,0,82
14434,0,90
14436,0,89
14448,0,90
14461,1,67
14465,0,24
14467,0,84
14469,0,80
14475,1,49
14477,0,28
14482,0,91
14492,0,63
14497,0,70
14498,0,86
14512,0,90
14532,0,85
14534,0,91
14536,0,91
14537,0,85
14541,0,91
14582,0,88
14595,0,85
14604,0,87
14608,0,91
14609,1,91
14611,0,91
14615,0,91
14637,1,62
14640,0,87
14642,0,90
14647,0,91
14648,0,67
14657,0,70
14664,0,86
14670,0,91
14678,0,87
14696,0,90
14700,0,91
14724,0,91
14730,0,69
14732,0,65
14738,0,90
14754,0,91
14763,0,62
14775,0,89
14790,0,90
14793,0,84
14795,0,85
14806,0,82
14844,0,91
14846,0,91
14848,0,91
14852,0,79
14871,0,77
14896,0,91
14907,0,91
14914,0,90
14932,0,91
14965,0,91
14987,0,90
15013,0,90
15018,1,50
15029,0,87
15030,0,90
15031,0,66
15038,0,88
15039,0,91
15054,0,91
15061,0,91
15069,0,78
15090,0,91
15115,0,91
15116,0,35
15117,0,84
15127,0,91
15143,0,90
15150,0,91
15160,0,90
15163,0,90
15164,0,84
15167,0,74
15172,0,90
15182,0,78
15197,0,91
15209,0,87
15216,0,91
15217,0,91
15218,0,84
15222,0,88
15229,0,90
15232,0,32
15242,0,87
15245,0,89
15255,0,76
15256,0,71
15260,0,90
15264,0,85
15266,0,74
15285,0,87
15296,0,91
15304,0,91
15307,0,91
15312,0,86
15323,0,91
15353,0,91
15359,0,91
15361,0,91
15376,0,90
15384,0,73
15385,0,82
15390,0,87
15400,0,43
15404,0,86
15423,0,91
15431,0,91
15435,0,75
15441,0,91
15450,0,81
15451,0,89
15482,0,73
15486,0,91
15490,0,77
15504,0,91
15514,0,91
15524,0,91
15531,1,13
15542,0,90
15544,0,91
15547,0,91
15549,0,56
15554,0,89
15565,0,90
15568,0,91
15577,0,90
15621,0,89
15633,0,88
15643,1,31
15644,0,78
15645,0,91
15649,0,84
15673,0,91
15687,0,73
15706,0,73
15707,0,91
15711,0,90
15714,0,91
15716,0,83
15723,0,90
15730,0,91
15733,0,91
15742,0,91
15743,0,91
15751,0,72
15758,0,90
15782,0,88
15787,0,88
15791,0,81
15801,0,90
15811,0,89
15814,0,91
15821,0,91
15822,0,91
15830,0,90
15837,0,83
15839,0,83
15845,0,90
15853,0,90
15855,0,61
15862,0,91
15863,0,90
15867,0,86
15871,0,91
15880,0,87
15888,1,7
15897,0,81
15899,0,89
15900,0,91
15902,0,82
15904,0,91
15913,0,77
15919,0,90
15939,0,91
15947,0,85
15953,0,91
15963,0,91
15983,0,91
15988,1,58
15995,0,91
15996,0,91
16011,0,89
16014,0,80
16023,0,85
16029,0,91
16031,0,60
16044,0,43
16048,0,75
16053,0,69
16055,0,91
16071,0,78
16076,0,87
16092,0,91
16097,0,81
16111,0,89
16122,0,90
16128,0,68
16150,0,91
16173,0,91
16178,0,91
16193,0,85
16227,0,91
16245,0,91
16262,0,91
16266,0,90
16267,0,91
16270,0,90
16293,0,91
16299,0,91
16301,0,83
16303,0,91
16313,0,89
16315,0,91
16322,0,91
16329,0,63
16333,0,60
16343,0,91
16348,0,91
16359,0,91
16363,0,11
16364,0,85
16375,0,89
16377,0,89
16379,0,91
16383,0,90
16388,0,82
16414,0,81
16426,0,87
16429,0,91
16430,0,64
16431,0,29
16432,0,90
16455,0,90
16457,0,91
16484,0,88
16494,0,91
16495,0,91
16514,0,91
16516,1,85
16518,0,80
16525,0,90
16537,0,84
16541,0,88
16562,0,89
16565,0,90
16575,0,74
16581,0,91
16586,0,91
16592,0,91
16593,0,75
16612,0,91
16618,0,82
16625,0,76
16626,0,84
16629,0,86
16641,0,49
16645,0,76
16657,0,86
16660,0,91
16691,0,91
16698,0,91
16712,0,26
16719,0,88
16723,1,46
16731,0,91
16734,0,91
16747,0,62
16755,0,91
16757,0,91
16764,0,91
16768,0,56
16769,1,61
16776,0,84
16781,0,90
16795,0,91
16796,0,84
16800,0,91
16804,0,90
16805,0,91
16807,0,58
16817,0,89
16819,0,88
16824,0,91
16828,0,91
16831,0,87
16848,0,91
16860,0,49
16868,0,91
16871,1,56
16873,0,91
16878,0,90
16885,0,90
16891,0,85
16906,0,90
16918,0,89
16923,0,91
16943,0,85
16946,0,91
16947,0,88
16948,0,91
16951,0,91
16971,0,80
16976,0,20
16983,0,51
16985,0,91
16998,0,91
16999,0,87
17001,0,89
17015,0,91
17049,0,90
17056,0,89
17070,0,91
17076,0,91
17089,0,91
17152,0,88
17155,0,88
17157,0,85
17178,0,91
17181,0,89
17182,0,89
17183,0,66
17188,0,90
17193,0,84
17198,0,85
17204,0,86
17210,0,87
17232,0,90
17244,0,91
17245,0,71
17253,0,84
17259,0,60
17267,0,90
17274,0,91
17276,0,88
17286,0,91
17290,1,85
17297,0,88
17302,0,90
17317,0,81
17320,0,51
17339,0,89
17344,0,85
17346,0,88
17348,1,86
17354,0,55
17361,0,90
17367,0,90
17374,0,82
17375,0,91
17385,0,86
17388,0,89
17397,0,17
17406,0,91
17407,0,91
17409,0,83
17410,0,90
