"user_id","report","employee_count_nm","bankemplstatus","customer_age"
803,8,"ОТ 101 ДО 500",0,3
809,5,"ОТ 101 ДО 500",0,2
813,12,NA,0,2
814,12,"ОТ 101 ДО 500",0,0
822,7,"БОЛЕЕ 500",0,2
825,6,"ОТ 501 ДО 1000",0,1
827,1,"ДО 10",0,3
838,4,"БОЛЕЕ 1001",0,3
840,11,"ОТ 51 ДО 100",0,3
844,12,"ОТ 101 ДО 500",0,2
849,5,"ОТ 101 ДО 500",0,2
861,3,"БОЛЕЕ 1001",0,3
869,3,"БОЛЕЕ 1001",0,2
873,7,"БОЛЕЕ 1001",0,3
878,2,NA,0,3
879,6,"ОТ 101 ДО 500",0,2
881,11,"ОТ 101 ДО 500",0,2
882,1,"БОЛЕЕ 1001",1,2
884,11,"ОТ 101 ДО 500",0,3
897,2,"ОТ 11 ДО 50",0,1
905,6,"ОТ 101 ДО 500",0,2
908,3,"БОЛЕЕ 500",0,3
918,2,"ОТ 11 ДО 50",0,1
919,12,"ОТ 11 ДО 30",0,1
924,3,"ОТ 101 ДО 500",0,3
930,2,NA,0,2
934,3,"БОЛЕЕ 1001",0,3
942,1,NA,0,1
953,7,"ОТ 11 ДО 30",0,2
964,2,"БОЛЕЕ 1001",0,3
974,1,NA,0,3
975,7,"ОТ 101 ДО 500",0,3
982,4,"ОТ 51 ДО 100",0,3
983,6,"ОТ 101 ДО 500",0,3
984,10,NA,0,2
986,5,"ОТ 101 ДО 500",0,3
988,10,"БОЛЕЕ 1001",0,3
989,10,"БОЛЕЕ 1001",0,2
994,5,"БОЛЕЕ 1001",0,1
996,2,"ОТ 51 ДО 100",0,1
999,5,"ДО 10",0,1
1017,9,"БОЛЕЕ 1001",0,3
1018,1,"ОТ 11 ДО 50",0,2
1020,12,"ОТ 101 ДО 500",0,2
1027,1,"ДО 10",0,3
1031,10,"БОЛЕЕ 1001",0,2
1040,10,NA,0,3
1041,10,"ОТ 11 ДО 50",0,2
1048,5,NA,0,3
1059,3,"ОТ 501 ДО 1000",0,2
1068,2,NA,0,3
1070,4,"БОЛЕЕ 500",0,3
1087,2,"ОТ 11 ДО 30",0,2
1089,10,"БОЛЕЕ 1001",0,3
1094,8,NA,0,2
1107,11,"ОТ 101 ДО 500",0,2
1113,5,"ОТ 11 ДО 50",0,3
1114,2,"ОТ 101 ДО 500",0,1
1122,7,"ОТ 101 ДО 500",0,3
1126,4,"ДО 10",0,3
1127,11,"ОТ 101 ДО 500",0,2
1128,1,NA,0,2
1134,2,NA,0,2
1147,12,"ДО 10",0,2
1160,11,"ОТ 51 ДО 100",0,2
1163,11,"ОТ 101 ДО 500",0,3
1166,11,NA,0,3
1169,11,"БОЛЕЕ 500",0,1
1175,10,"ОТ 101 ДО 500",0,3
1179,1,"ОТ 101 ДО 500",0,1
1181,11,NA,0,3
1185,7,"ОТ 51 ДО 100",0,3
1190,5,"ОТ 101 ДО 500",0,2
1198,9,"ОТ 11 ДО 30",0,2
1203,4,"ОТ 501 ДО 1000",0,3
1205,8,"ОТ 11 ДО 50",0,1
1212,4,"БОЛЕЕ 1001",0,1
1213,9,"ОТ 101 ДО 500",0,3
1214,6,"БОЛЕЕ 1001",0,2
1215,8,"ОТ 101 ДО 500",0,2
1216,8,"ОТ 501 ДО 1000",0,2
1218,9,NA,0,2
1225,2,"ОТ 101 ДО 500",0,2
1227,10,"БОЛЕЕ 1001",0,1
1242,5,"ОТ 51 ДО 100",0,3
1248,8,"ОТ 11 ДО 50",0,2
1255,2,"БОЛЕЕ 1001",0,0
1257,11,"ДО 10",0,1
1258,9,"ОТ 51 ДО 100",0,3
1264,5,"ОТ 501 ДО 1000",0,2
1268,5,"БОЛЕЕ 1001",0,2
1285,4,"ОТ 101 ДО 500",0,2
1287,1,"ДО 10",0,3
1298,7,"БОЛЕЕ 500",0,3
1301,9,NA,0,3
1304,8,NA,0,2
1307,7,"БОЛЕЕ 1001",0,2
1308,12,"ОТ 31 ДО 50",0,3
1313,2,"ОТ 51 ДО 100",0,2
1319,7,"БОЛЕЕ 1001",0,3
1322,9,NA,0,3
1334,4,NA,0,2
1343,3,"ОТ 101 ДО 500",0,2
1363,2,NA,0,3
1364,10,"ОТ 51 ДО 100",0,1
1365,10,NA,0,3
1368,10,"ОТ 101 ДО 500",0,2
1371,10,"БОЛЕЕ 1001",0,3
1375,1,"ОТ 501 ДО 1000",0,3
1376,7,"ОТ 31 ДО 50",0,2
1382,4,"ОТ 11 ДО 30",0,2
1401,3,"ОТ 51 ДО 100",0,2
1402,4,"ОТ 51 ДО 100",0,1
1408,11,"ОТ 101 ДО 500",0,3
1412,12,"ДО 10",0,2
1432,10,"ОТ 101 ДО 500",0,3
1434,1,"ОТ 101 ДО 500",0,3
1435,3,"ОТ 101 ДО 500",0,3
1440,5,NA,0,3
1441,9,NA,0,3
1444,1,"ОТ 501 ДО 1000",0,3
1454,8,NA,0,1
1455,12,"БОЛЕЕ 1001",0,0
1457,5,"ОТ 101 ДО 500",0,3
1463,5,"БОЛЕЕ 500",0,2
1465,2,"ОТ 51 ДО 100",0,2
1478,7,"ОТ 51 ДО 100",0,2
1485,10,"ОТ 501 ДО 1000",0,2
1492,2,"ОТ 11 ДО 50",0,1
1501,8,"ОТ 501 ДО 1000",0,3
1503,9,"ОТ 101 ДО 500",0,2
1508,5,"БОЛЕЕ 500",0,3
1513,7,"ОТ 11 ДО 50",0,2
1516,9,"ОТ 101 ДО 500",0,2
1521,8,"ОТ 11 ДО 50",0,1
1534,7,"ДО 10",0,3
1540,8,NA,0,3
1546,8,"БОЛЕЕ 1001",0,3
1548,8,"ОТ 101 ДО 500",0,2
1553,1,"БОЛЕЕ 1001",0,1
1564,11,"ОТ 11 ДО 50",0,2
1565,11,"БОЛЕЕ 1001",0,2
1571,7,NA,0,3
1575,4,"ОТ 51 ДО 100",0,2
1576,10,"БОЛЕЕ 1001",0,3
1579,11,"ОТ 11 ДО 50",0,2
1581,9,"БОЛЕЕ 1001",0,2
1585,10,"ОТ 101 ДО 500",0,2
1596,9,"БОЛЕЕ 1001",0,1
1613,8,"ОТ 101 ДО 500",0,3
1621,7,"БОЛЕЕ 500",0,2
1633,7,"БОЛЕЕ 1001",0,3
1636,1,"ОТ 11 ДО 30",0,2
1639,5,"ОТ 101 ДО 500",0,2
1646,6,NA,0,2
1651,1,"БОЛЕЕ 500",0,3
1654,9,"БОЛЕЕ 1001",0,3
1658,12,"ОТ 31 ДО 50",0,3
1660,8,"ОТ 11 ДО 50",0,3
1661,4,NA,0,2
1666,4,"ОТ 501 ДО 1000",0,3
1669,2,"ОТ 51 ДО 100",0,3
1670,1,"ОТ 501 ДО 1000",0,3
1673,6,"ДО 10",0,2
1678,5,"ОТ 11 ДО 30",0,2
1687,8,NA,0,3
1703,2,"ОТ 501 ДО 1000",0,3
1705,4,NA,0,2
1707,9,"БОЛЕЕ 1001",0,2
1728,6,NA,0,3
1730,12,"ОТ 51 ДО 100",0,3
1731,11,NA,0,3
1732,9,"ОТ 501 ДО 1000",0,1
1734,7,"БОЛЕЕ 1001",0,1
1751,1,"ОТ 11 ДО 50",0,2
1755,4,"ОТ 51 ДО 100",0,2
1756,4,NA,0,3
1778,12,"ОТ 51 ДО 100",0,2
1784,9,"ОТ 11 ДО 50",0,3
1793,11,"БОЛЕЕ 1001",0,1
1795,10,NA,0,3
1806,12,"ОТ 51 ДО 100",0,2
1813,6,"БОЛЕЕ 1001",0,2
1822,4,"БОЛЕЕ 1001",0,1
1823,9,"ОТ 51 ДО 100",0,2
1837,3,NA,0,1
1839,9,NA,0,3
1844,12,"БОЛЕЕ 1001",0,2
1845,10,"ОТ 101 ДО 500",0,2
1847,5,"ОТ 51 ДО 100",0,3
1854,8,"ОТ 51 ДО 100",0,2
1856,3,NA,0,3
1859,11,"БОЛЕЕ 1001",0,1
1867,9,"ОТ 501 ДО 1000",0,3
1879,8,"ОТ 501 ДО 1000",0,2
1885,11,"БОЛЕЕ 1001",0,2
1889,11,"ОТ 101 ДО 500",0,2
1899,9,"БОЛЕЕ 1001",0,3
1900,4,"ОТ 11 ДО 50",0,3
1901,10,"ОТ 11 ДО 30",0,2
1903,4,"ОТ 11 ДО 50",0,3
1912,10,"БОЛЕЕ 1001",0,3
1924,9,"ОТ 501 ДО 1000",0,3
1928,2,"ДО 10",0,3
1937,10,NA,0,2
1938,2,"ОТ 11 ДО 50",0,3
1939,8,NA,0,2
1942,4,NA,0,2
1947,8,"ОТ 51 ДО 100",0,2
1969,6,"ОТ 101 ДО 500",0,3
1970,5,NA,0,2
1971,1,"БОЛЕЕ 1001",0,2
1974,11,"ОТ 101 ДО 500",0,3
1975,6,"ОТ 501 ДО 1000",0,3
1979,11,"ОТ 11 ДО 50",0,3
1985,8,"БОЛЕЕ 1001",1,3
1996,8,"ОТ 101 ДО 500",0,3
2005,12,"ОТ 101 ДО 500",0,3
2009,4,NA,0,3
2010,3,"ОТ 51 ДО 100",0,2
2037,9,"ОТ 101 ДО 500",0,3
2046,7,NA,0,3
2056,5,"БОЛЕЕ 1001",0,3
2064,12,"ДО 10",0,2
2067,9,"ОТ 501 ДО 1000",0,3
2071,4,"ОТ 51 ДО 100",0,3
2075,8,"ОТ 11 ДО 50",0,3
2079,2,NA,0,3
2083,11,"ОТ 11 ДО 50",0,3
2093,4,"ОТ 501 ДО 1000",0,3
2098,6,"ОТ 501 ДО 1000",0,2
2100,7,"ОТ 501 ДО 1000",0,3
2109,6,"БОЛЕЕ 1001",0,3
2114,10,"БОЛЕЕ 1001",0,3
2123,3,"ОТ 51 ДО 100",0,3
2124,4,"ОТ 11 ДО 30",0,3
2130,5,"ОТ 51 ДО 100",0,3
2137,5,"ОТ 101 ДО 500",0,3
2139,7,NA,0,2
2140,3,"ОТ 51 ДО 100",0,2
2144,11,"ОТ 51 ДО 100",0,2
2147,5,NA,0,2
2154,6,"ОТ 101 ДО 500",0,3
2157,7,"БОЛЕЕ 1001",0,3
2160,7,"БОЛЕЕ 1001",0,2
2163,8,"БОЛЕЕ 1001",0,3
2165,5,"ОТ 101 ДО 500",0,3
2167,11,"ОТ 101 ДО 500",0,2
2178,10,"ОТ 51 ДО 100",0,3
2179,6,NA,0,3
2185,3,"ОТ 101 ДО 500",0,3
2187,1,NA,0,3
2200,9,"БОЛЕЕ 1001",0,3
2206,3,"ОТ 101 ДО 500",0,3
2216,11,"БОЛЕЕ 1001",0,3
2227,10,"ОТ 501 ДО 1000",0,3
2234,5,"БОЛЕЕ 1001",0,3
2237,3,"ДО 10",0,1
2240,6,"БОЛЕЕ 1001",0,3
2256,2,"БОЛЕЕ 1001",0,3
2257,9,NA,0,3
2263,10,"БОЛЕЕ 1001",0,2
2276,8,"ОТ 51 ДО 100",0,2
2278,10,"ОТ 101 ДО 500",0,2
2282,12,"ОТ 51 ДО 100",0,3
2286,9,"ОТ 101 ДО 500",0,3
2288,11,NA,0,3
2300,7,NA,0,3
2303,4,"ОТ 11 ДО 30",0,3
2306,3,NA,0,3
2313,11,"БОЛЕЕ 1001",0,3
2318,2,"БОЛЕЕ 1001",0,3
2321,10,NA,0,2
2323,2,"БОЛЕЕ 1001",0,2
2324,10,"ОТ 101 ДО 500",0,3
2326,6,NA,0,3
2329,5,"БОЛЕЕ 1001",0,3
2330,4,NA,0,2
2340,11,"ОТ 101 ДО 500",0,3
2342,6,"ОТ 501 ДО 1000",0,3
2353,4,"ОТ 51 ДО 100",0,3
2358,8,NA,0,3
2365,11,"БОЛЕЕ 1001",0,3
2366,6,"ОТ 101 ДО 500",0,3
2368,9,"ДО 10",0,2
2370,10,"ОТ 11 ДО 50",0,3
2375,4,"ОТ 11 ДО 30",0,2
2376,6,NA,0,2
2378,1,"БОЛЕЕ 1001",0,2
2379,9,NA,0,3
2383,3,NA,0,3
2386,4,NA,0,3
2392,8,"БОЛЕЕ 1001",0,2
2407,4,"ДО 10",0,3
2409,4,NA,0,2
2412,3,"ОТ 101 ДО 500",0,3
2413,3,"ОТ 101 ДО 500",0,2
2418,9,"ОТ 11 ДО 50",0,3
2431,5,"ОТ 101 ДО 500",0,3
2438,10,"БОЛЕЕ 1001",0,3
2451,12,"БОЛЕЕ 1001",0,2
2454,6,"ОТ 31 ДО 50",0,3
2455,11,"ОТ 101 ДО 500",0,3
2469,5,"ОТ 11 ДО 30",0,3
2470,3,"ОТ 101 ДО 500",0,3
2472,10,"БОЛЕЕ 1001",0,1
2488,7,"ОТ 101 ДО 500",0,3
2498,9,"ОТ 101 ДО 500",0,1
2505,3,"ОТ 101 ДО 500",0,3
2513,4,"БОЛЕЕ 1001",0,2
2517,12,"ОТ 101 ДО 500",0,3
2518,1,"БОЛЕЕ 500",0,3
2524,3,"ОТ 501 ДО 1000",0,3
2527,9,NA,0,3
2541,7,"БОЛЕЕ 1001",0,3
2546,7,"ОТ 51 ДО 100",0,2
2550,1,"ОТ 11 ДО 50",0,2
2572,3,"ОТ 101 ДО 500",0,3
2579,4,"ОТ 11 ДО 30",0,3
2593,7,"БОЛЕЕ 1001",0,3
2594,12,"БОЛЕЕ 500",0,3
2596,3,"ОТ 51 ДО 100",0,2
2605,11,NA,0,3
2613,5,"ОТ 51 ДО 100",0,2
2621,3,"БОЛЕЕ 1001",0,3
2623,10,NA,0,3
2630,7,NA,0,2
2631,3,"ОТ 501 ДО 1000",0,3
2641,9,"БОЛЕЕ 1001",0,2
2656,3,"ОТ 101 ДО 500",0,3
2657,2,"ОТ 11 ДО 50",0,2
2659,2,"ОТ 501 ДО 1000",0,3
2664,11,"ОТ 11 ДО 30",0,2
2668,5,"ОТ 101 ДО 500",0,2
2675,12,"ДО 10",0,2
2677,7,"ОТ 51 ДО 100",0,2
2680,4,NA,0,3
2681,6,"ОТ 11 ДО 50",0,3
2682,10,"ОТ 101 ДО 500",0,3
2685,6,"ОТ 11 ДО 50",0,3
2686,9,"ДО 10",0,2
2703,3,"БОЛЕЕ 500",0,3
2705,6,"ОТ 101 ДО 500",0,3
2719,11,"БОЛЕЕ 1001",0,2
2721,4,"ОТ 101 ДО 500",0,2
2722,9,"ОТ 101 ДО 500",0,3
2727,4,"БОЛЕЕ 1001",0,3
2728,3,"ОТ 501 ДО 1000",0,3
2732,5,"ОТ 101 ДО 500",0,2
2734,4,"БОЛЕЕ 1001",0,3
2736,10,"БОЛЕЕ 1001",0,3
2737,4,NA,0,3
2748,12,"ОТ 11 ДО 30",0,2
2750,9,NA,0,3
2759,2,"ОТ 11 ДО 30",0,3
2761,5,"ОТ 501 ДО 1000",0,3
2767,10,NA,0,3
2784,1,"БОЛЕЕ 1001",1,2
2790,4,"ОТ 51 ДО 100",0,3
2807,6,"ОТ 101 ДО 500",0,2
2817,9,"ОТ 51 ДО 100",0,3
2818,2,NA,0,3
2820,6,"ОТ 101 ДО 500",0,3
2837,6,"БОЛЕЕ 1001",0,3
2849,6,NA,0,2
2855,6,"ОТ 101 ДО 500",0,3
2857,12,"БОЛЕЕ 1001",0,3
2862,2,"БОЛЕЕ 1001",0,3
2881,3,NA,0,2
2893,2,"ОТ 101 ДО 500",0,3
2904,2,"ОТ 101 ДО 500",0,2
2905,3,NA,0,3
2912,4,"ОТ 101 ДО 500",0,3
2914,4,"БОЛЕЕ 1001",0,3
2915,12,"БОЛЕЕ 1001",0,3
2940,6,"БОЛЕЕ 1001",0,3
2954,7,"ОТ 51 ДО 100",0,2
2959,9,"ОТ 101 ДО 500",0,1
2965,9,"ОТ 51 ДО 100",0,3
2974,5,NA,0,3
2977,8,"ОТ 101 ДО 500",0,3
2981,8,NA,0,3
2993,5,NA,0,1
3002,9,"БОЛЕЕ 1001",0,2
3007,3,"ОТ 11 ДО 30",0,2
3009,10,NA,0,3
3015,5,NA,0,3
3023,8,"ОТ 101 ДО 500",0,1
3029,11,"ОТ 11 ДО 30",0,2
3038,9,NA,0,3
3041,6,NA,0,1
3053,8,"ОТ 11 ДО 50",0,3
3056,7,"ОТ 501 ДО 1000",0,2
3057,7,NA,0,3
3058,9,"ОТ 11 ДО 50",0,2
3068,11,"БОЛЕЕ 1001",0,2
3069,12,"БОЛЕЕ 1001",0,3
3070,6,"БОЛЕЕ 1001",0,3
3073,12,"ОТ 11 ДО 50",0,3
3074,2,"БОЛЕЕ 1001",0,3
3075,11,NA,0,3
3076,9,"ОТ 101 ДО 500",0,3
3079,5,"ОТ 31 ДО 50",0,1
3080,11,"БОЛЕЕ 1001",0,2
3083,5,"БОЛЕЕ 1001",0,3
3088,5,NA,0,2
3097,1,"БОЛЕЕ 1001",0,2
3098,4,"БОЛЕЕ 500",0,3
3103,5,NA,0,2
3110,5,"ОТ 501 ДО 1000",0,2
3133,9,"ОТ 11 ДО 50",0,3
3135,1,"ОТ 101 ДО 500",0,2
3139,7,"ОТ 101 ДО 500",0,3
3155,5,NA,0,3
3158,9,"ОТ 101 ДО 500",0,3
3167,10,"ОТ 51 ДО 100",0,3
3182,12,"БОЛЕЕ 1001",0,1
3194,2,"ОТ 51 ДО 100",0,3
3195,8,"ОТ 51 ДО 100",0,2
3204,10,"ОТ 51 ДО 100",0,3
3207,4,"ОТ 51 ДО 100",0,3
3210,11,"БОЛЕЕ 1001",0,2
3217,9,"ОТ 101 ДО 500",0,3
3220,9,"ОТ 101 ДО 500",0,2
3221,1,"ОТ 51 ДО 100",0,2
3233,10,NA,0,3
3239,6,NA,0,3
3241,6,NA,0,3
3260,8,"ОТ 101 ДО 500",0,3
3261,3,"ДО 10",0,3
3267,3,"ОТ 101 ДО 500",0,3
3269,11,NA,0,3
3279,9,NA,0,3
3287,2,"ОТ 51 ДО 100",0,2
3290,3,"ОТ 11 ДО 50",0,3
3298,1,"ОТ 101 ДО 500",0,3
3303,8,"ОТ 501 ДО 1000",0,3
3309,5,NA,0,3
3311,5,"ОТ 11 ДО 50",0,3
3319,8,"ОТ 11 ДО 50",0,2
3328,7,"БОЛЕЕ 1001",0,3
3341,6,"ДО 10",0,2
3344,8,"ОТ 51 ДО 100",0,3
3355,2,"БОЛЕЕ 1001",0,3
3359,7,"ОТ 51 ДО 100",0,2
3366,11,"ОТ 31 ДО 50",0,2
3378,3,NA,0,3
3385,5,"БОЛЕЕ 1001",0,3
3392,4,"БОЛЕЕ 1001",0,2
3400,5,NA,0,3
3404,4,"ОТ 11 ДО 50",0,1
3423,10,"ОТ 11 ДО 50",0,2
3428,12,"БОЛЕЕ 500",0,2
3433,8,"ОТ 51 ДО 100",0,3
3438,9,NA,0,2
3442,2,NA,0,3
3450,9,NA,0,3
3452,10,"ОТ 51 ДО 100",0,3
3454,1,"БОЛЕЕ 1001",0,2
3455,1,"БОЛЕЕ 1001",0,3
3458,3,"ОТ 51 ДО 100",0,1
3459,5,"ОТ 501 ДО 1000",0,3
3460,8,"ОТ 501 ДО 1000",0,3
3477,7,"ДО 10",0,1
3479,4,"БОЛЕЕ 1001",0,2
3493,7,"ОТ 101 ДО 500",0,2
3494,1,"ОТ 101 ДО 500",0,2
3502,8,NA,0,2
3507,11,"ОТ 51 ДО 100",0,3
3511,10,"ОТ 11 ДО 50",0,3
3516,5,NA,0,2
3517,9,"ОТ 11 ДО 50",0,2
3530,4,"ОТ 11 ДО 50",0,3
3533,2,"ОТ 11 ДО 50",0,2
3537,10,"ОТ 101 ДО 500",0,3
3544,9,NA,0,2
3547,12,"ОТ 501 ДО 1000",0,2
3556,4,"ДО 10",0,3
3559,6,"ДО 10",0,2
3562,7,NA,0,3
3570,9,"БОЛЕЕ 500",0,3
3582,1,"ОТ 101 ДО 500",0,3
3585,9,"ОТ 11 ДО 50",0,2
3586,11,"БОЛЕЕ 1001",0,1
3587,2,"ОТ 51 ДО 100",0,3
3590,8,"ОТ 51 ДО 100",0,2
3593,8,"ОТ 101 ДО 500",0,2
3594,9,"ОТ 501 ДО 1000",0,3
3604,3,"ОТ 501 ДО 1000",0,3
3613,4,"ОТ 51 ДО 100",0,2
3628,1,"ОТ 501 ДО 1000",0,3
3640,4,"БОЛЕЕ 1001",1,1
3642,4,NA,0,3
3644,10,NA,0,3
3649,2,"ОТ 101 ДО 500",0,3
3662,5,"ДО 10",0,2
3668,8,"ДО 10",0,3
3671,9,NA,0,2
3678,1,"БОЛЕЕ 1001",0,0
3683,1,"БОЛЕЕ 1001",0,3
3688,5,"ОТ 11 ДО 50",0,2
3690,10,"ОТ 101 ДО 500",0,1
3705,3,"ОТ 101 ДО 500",0,2
3708,1,"ОТ 101 ДО 500",0,2
3709,1,"ДО 10",0,3
3713,2,"ОТ 101 ДО 500",0,2
3714,10,"БОЛЕЕ 1001",0,2
3719,11,"ОТ 31 ДО 50",0,2
3720,1,"ОТ 501 ДО 1000",0,3
3722,1,NA,0,2
3723,8,"ОТ 101 ДО 500",0,1
3724,3,"ОТ 51 ДО 100",0,3
3727,3,NA,0,3
3728,12,"БОЛЕЕ 1001",0,2
3746,10,"ОТ 501 ДО 1000",0,2
3762,8,"ОТ 101 ДО 500",0,3
3772,1,"БОЛЕЕ 1001",0,3
3773,2,"БОЛЕЕ 1001",0,3
3774,3,"ОТ 501 ДО 1000",0,3
3776,1,"БОЛЕЕ 1001",0,3
3779,3,"ОТ 101 ДО 500",0,1
3808,2,"БОЛЕЕ 1001",0,2
3814,4,"ОТ 501 ДО 1000",0,3
3829,11,"БОЛЕЕ 1001",0,3
3830,2,"ОТ 51 ДО 100",0,2
3835,7,NA,0,2
3838,8,NA,0,2
3841,6,NA,0,2
3855,4,"ДО 10",0,2
3856,12,"ОТ 101 ДО 500",0,2
3859,5,"ОТ 101 ДО 500",0,1
