"user_id","predict"
1501,-3.33372920488433
1513,-2.8681727067217
1540,-2.27469087112007
1548,-3.12275482855487
1564,-3.0321010945848
1571,-2.23370877415429
1575,-2.93331614057303
1576,-3.55323476827517
1633,-3.43028847737784
1646,-2.19144655572939
1660,-2.9104349251466
1661,-2.10948236179784
1673,-2.75433130189885
1703,-3.08783662308968
1731,-2.39763716201739
1751,-2.62228012492705
1756,-2.11076248325697
1778,-3.26117291629923
1813,-3.38802625895294
1822,-3.22845604474736
1856,-2.06978038629119
1859,-3.51533072350779
1879,-3.33244908342521
1899,-3.51225267130939
1900,-2.7465065372835
1901,-2.97663197378278
1903,-2.7465065372835
1912,-3.55323476827517
1924,-3.37471130185011
1928,-2.59168303549488
1937,-2.35537494359249
1938,-2.66454234335195
1942,-2.10948236179784
1947,-3.09724452843613
1971,-3.18311577412406
1974,-3.24698124091133
1996,-3.124034950014
2005,-3.2879633378771
2009,-2.11076248325697
2067,-3.37471130185011
2075,-2.9104349251466
2079,-2.02879828932542
2083,-3.03338121604393
2093,-3.16980081702123
2109,-3.38930638041207
2123,-2.89361416506638
2147,-2.15046445876362
2154,-3.04207075608245
2157,-3.43028847737784
2165,-3.00108865911667
2178,-3.1804888438268
2179,-2.19272667718852
2185,-2.91912446518512
2187,-1.98781619235964
2206,-2.91912446518512
2216,-3.59421686524094
2257,-2.31567296808584
2276,-3.09724452843613
2278,-3.20471902248642
2288,-2.39763716201739
2306,-2.06978038629119
2330,-2.10948236179784
2340,-3.24698124091133
2342,-3.25176501095278
2365,-3.59421686524094
2370,-2.99239911907815
2409,-2.10948236179784
2413,-2.917844343726
2451,-3.63391884074759
2527,-2.31567296808584
2541,-3.43028847737784
2550,-2.62228012492705
2593,-3.43028847737784
2596,-2.89233404360725
2605,-2.39763716201739
2656,-2.91912446518512
2657,-2.66326222189283
2675,-3.00022388369351
2703,-3.32599207451239
2728,-3.12881872005546
2736,-3.55323476827517
2761,-3.210782913987
2790,-2.93459626203215
2820,-3.04207075608245
2837,-3.38930638041207
2855,-3.04207075608245
2862,-3.22537799254896
2904,-2.87686224676022
2912,-2.9601065621509
2965,-3.13950674686103
3015,-2.15174458022274
3023,-3.04514880828085
3029,-3.01761407074856
3053,-2.9104349251466
3058,-2.95013690065325
3068,-3.59293674378182
3070,-3.38930638041207
3073,-3.0743633130097
3074,-3.22537799254896
3076,-3.16501704697978
3088,-2.15046445876362
3097,-3.18311577412406
3135,-2.83588014979445
3139,-3.08305285304823
3158,-3.16501704697978
3182,-3.55631282047356
3195,-3.09724452843613
3204,-3.1804888438268
3207,-2.93459626203215
3220,-3.16373692552065
3279,-2.31567296808584
3311,-2.78748863424928
3359,-3.05626243147035
3385,-3.34832428344629
3400,-2.15174458022274
3423,-2.99111899761903
3428,-3.69355082574524
3433,-3.09852464989525
3442,-2.02879828932542
3450,-2.31567296808584
3452,-3.1804888438268
3477,-2.7177073785906
3502,-2.27341074966094
3516,-2.15046445876362
3547,-3.49637747128831
3585,-2.95013690065325
3593,-3.12275482855487
3613,-2.93331614057303
3640,-6.0762244399418
3642,-2.11076248325697
3649,-2.87814236821935
3678,-2.33509733997834
3688,-2.78620851279015
3705,-2.917844343726
3714,-3.55195464681604
3728,-3.63391884074759
3762,-3.124034950014
3773,-3.22537799254896
3774,-3.12881872005546
3776,-3.18439589558319
3829,-3.59421686524094
3859,-2.92220251738352
3873,-2.81164997113483
3894,-3.55631282047356
3912,-3.38930638041207
3931,-2.9631846143493
3938,-3.37343118039098
3948,-2.83716027125357
3952,-3.18311577412406
3961,-2.855710120299
3993,-3.47127057434362
4034,-2.15174458022274
4040,-2.8103698496757
4054,-2.84065366948793
4065,-2.82719060975593
4072,-2.43861925898317
4084,-2.31567296808584
4089,-2.75433130189885
4093,-2.81398370737881
4095,-3.51097254985027
4101,-3.26507996805561
4110,-3.16501704697978
4117,-2.83588014979445
4155,-2.11076248325697
4171,-2.62356024638618
4194,-3.28500997754661
4233,-3.37471130185011
4250,-2.35665506505162
4253,-3.03338121604393
4255,-2.39635704055827
4258,-5.22384783213856
4272,-3.22019081933345
4284,-3.28668321641798
4290,-2.66454234335195
4308,-2.79659352032376
4318,-2.913512977345
4351,-3.0165604559637
4363,-3.44893836540971
4386,-3.26507996805561
4433,-3.0817727315891
4442,-3.124034950014
4477,-3.00108865911667
4503,-3.49765759274743
4537,-2.19580472938692
4541,-3.20599914394555
4569,-2.39763716201739
4580,-2.23370877415429
4590,-2.27341074966094
4597,-2.63138501100153
4601,-3.0499325783223
4602,-3.63391884074759
4625,-2.02751816786629
4633,-2.27469087112007
4637,-3.00108865911667
4641,-2.88795603810105
4648,-2.66454234335195
4666,-2.62228012492705
4671,-2.89233404360725
4720,-2.8526320681006
4732,-3.41569339881588
4742,-3.0817727315891
4758,-2.78748863424928
4760,-2.59040291403575
4780,-2.19272667718852
4793,-3.124034950014
4817,-2.83757561728953
4826,-2.9742982375388
4850,-2.91912446518512
4875,-3.210782913987
4913,-3.03338121604393
4918,-3.16373692552065
4933,-2.23242865269517
4941,-2.99980853765755
4993,-2.66454234335195
4997,-2.06978038629119
4999,-2.95141702211238
5050,-2.87814236821935
5074,-2.78748863424928
5075,-3.22147094079258
5090,-2.11076248325697
5119,-3.51225267130939
5137,-2.8059918441695
5140,-3.16501704697978
5142,-3.1685206955621
5236,-3.08783662308968
5242,-3.00150400515263
5302,-3.0468545261239
5316,-3.41877145101428
5324,-2.23370877415429
5332,-2.43861925898317
5337,-2.9601065621509
5344,-3.49765759274743
5348,-3.59421686524094
5383,-3.16501704697978
5390,-3.59293674378182
5426,-3.0743633130097
5427,-3.28668321641798
5428,-3.0817727315891
5432,-3.1804888438268
5483,-2.9104349251466
5497,-3.00108865911667
5510,-3.00108865911667
5542,-3.48864034091636
5572,-2.93459626203215
5594,-3.38802625895294
5601,-2.89361416506638
5602,-2.83716027125357
5628,-3.22147094079258
5641,-3.29274710791856
5660,-2.77374592636745
5661,-2.95882644069177
5668,-3.20471902248642
5681,-3.18439589558319
5684,-3.30734218648052
5696,-3.30734218648052
5768,-2.27469087112007
5774,-3.16809509917817
5781,-3.1804888438268
5848,-2.95141702211238
5857,-3.55323476827517
5919,-2.23370877415429
5921,-3.45667549578166
5964,-3.01889419220768
6028,-3.51533072350779
6030,-2.87814236821935
6049,-3.20471902248642
6078,-3.1382266254019
6090,-3.26636008951474
6139,-3.29146698645943
6152,-2.90915480368748
6194,-3.08783662308968
6199,-3.04079063462332
6240,-2.63574318465905
6292,-2.917844343726
6330,-3.05626243147035
6344,-2.23370877415429
6352,-3.00150400515263
6356,-3.29582516011695
6362,-2.77374592636745
6369,-2.66454234335195
6370,-2.79056668644768
6390,-3.20599914394555
6408,-3.57060453484791
6446,-2.06978038629119
6486,-1.99089424455804
6508,-3.1804888438268
6535,-3.00416671131507
6546,-3.63391884074759
6547,-3.13950674686103
6603,-2.76500974720372
6636,-3.20599914394555
6638,-2.89233404360725
6647,-3.2457011194522
6662,-3.18311577412406
6704,-3.20599914394555
6705,-3.38930638041207
6711,-3.25048488949366
6738,-2.43861925898317
6797,-3.00108865911667
6814,-3.59421686524094
6831,-2.91912446518512
6847,-2.66762039555035
6865,-3.57188465630704
6888,-3.40795626844394
6906,-2.63138501100153
6912,-2.27469087112007
6919,-2.83716027125357
6976,-3.59421686524094
6983,-2.95449507431078
7000,-2.7992562264862
7008,-2.5998012378815
7021,-2.99547717127655
7037,-2.39763716201739
7067,-2.39763716201739
7099,-1.90893005062649
7108,-3.1382266254019
7135,-2.9631846143493
7152,-2.19580472938692
7155,-3.2457011194522
7177,-2.93459626203215
7179,-2.59168303549488
7213,-3.41569339881588
7230,-2.87814236821935
7241,-3.2879633378771
7282,-3.26245303775835
7301,-2.89594790131036
7340,-2.87686224676022
7341,-2.95141702211238
7413,-2.87253088037923
7475,-3.22409787108984
7496,-3.43028847737784
7509,-2.97557835899793
7517,-2.35665506505162
7521,-2.97557835899793
7584,-3.22409787108984
7586,-2.9104349251466
7588,-3.43028847737784
7593,-3.45667549578166
7595,-3.42900835591872
7628,-2.35537494359249
7640,-3.47127057434362
7654,-2.92893813506682
7697,-3.18311577412406
7726,-2.23370877415429
7731,-3.55195464681604
7757,-3.30606206502139
7764,-3.210782913987
7788,-3.43028847737784
7794,-3.1804888438268
7807,-3.46999045288449
7842,-3.20599914394555
7859,-3.26507996805561
7873,-3.22019081933345
7891,-3.16373692552065
7892,-3.29146698645943
7919,-3.43336652957624
7923,-2.43733913752404
7945,-2.86945282818083
7968,-2.95141702211238
7973,-3.16980081702123
7991,-3.45539537432253
8042,-3.09852464989525
8062,-3.1382266254019
8075,-3.30734218648052
8076,-3.55323476827517
8090,-3.63391884074759
8106,-2.39763716201739
8108,-3.16373692552065
8151,-2.79659352032376
8164,-3.38930638041207
8174,-3.25176501095278
8189,-2.89233404360725
8277,-3.22537799254896
8321,-3.59293674378182
8336,-3.08305285304823
8356,-2.83757561728953
8373,-2.48121312064169
8381,-2.23370877415429
8389,-3.17920872236768
8393,-3.40795626844394
8433,-2.82847073121505
8456,-3.07308319155058
8470,-2.27473639440915
8491,-3.16373692552065
8496,-2.87686224676022
8504,-3.51097254985027
8532,-3.38802625895294
8547,-2.91912446518512
8557,-3.20907719614395
8576,-3.1804888438268
8578,-3.42900835591872
8597,-2.83716027125357
8601,-3.18311577412406
8603,-3.51097254985027
8618,-3.40795626844394
8637,-3.04079063462332
8649,-2.82719060975593
8653,-2.27341074966094
8676,-3.16501704697978
8677,-2.95449507431078
8684,-3.55631282047356
8697,-3.34832428344629
8704,-3.01528033450458
8725,-3.55323476827517
8727,-3.124034950014
8750,-2.87253088037923
8783,-2.87686224676022
8797,-2.79659352032376
8799,-3.37343118039098
8813,-2.86945282818083
8837,-3.59293674378182
8843,-2.91953981122108
8848,-2.81164997113483
8853,-2.89669221726477
8913,-3.04079063462332
8954,-3.12881872005546
8970,-3.34704416198716
9011,-2.83588014979445
9026,-3.00108865911667
9094,-3.12275482855487
9107,-2.35665506505162
9129,-3.30606206502139
9132,-3.08305285304823
9161,-3.24402788058084
9176,-3.25048488949366
9187,-2.31567296808584
9188,-3.43028847737784
9194,-3.2879633378771
9202,-2.63266513246065
9221,-2.855710120299
9222,-3.0196385081621
9232,-2.15174458022274
9235,-2.99239911907815
9245,-3.1835668960252
9249,-3.22147094079258
9254,-3.124034950014
9294,-2.84065366948793
9310,-2.97557835899793
9347,-2.82847073121505
9352,-2.93459626203215
9359,-3.16501704697978
9374,-2.85135194664147
9412,-3.16501704697978
9420,-2.99239911907815
9423,-2.99980853765755
9440,-3.05859616771433
9454,-2.43733913752404
9459,-3.33372920488433
9509,-3.47127057434362
9523,-1.98781619235964
9528,-2.11076248325697
9535,-2.62356024638618
9561,-2.87814236821935
9565,-3.55631282047356
9567,-3.0817727315891
9571,-2.78620851279015
9582,-3.51533072350779
9603,-3.0468545261239
9608,-2.87686224676022
9614,-2.66454234335195
9620,-2.8526320681006
9638,-2.97663197378278
9642,-3.35140233564469
9653,-2.39763716201739
9655,-3.16980081702123
9658,-3.0468545261239
9668,-3.16501704697978
9709,-2.7146293263922
9711,-3.26245303775835
9715,-3.0165604559637
9729,-3.51225267130939
9749,-3.47127057434362
9758,-3.03338121604393
9774,-2.70552444031773
9806,-2.9631846143493
9840,-2.91912446518512
9864,-2.06978038629119
9875,-2.92893813506682
9907,-3.51097254985027
9937,-3.05754255292948
9953,-2.51279689376173
9974,-2.8103698496757
9978,-3.38930638041207
9987,-2.27469087112007
10018,-3.124034950014
10021,-3.37471130185011
10062,-3.57188465630704
10072,-2.78620851279015
10144,-2.02879828932542
10147,-3.00108865911667
10150,-2.43861925898317
10152,-3.43028847737784
10195,-3.04079063462332
10214,-2.23678682635269
10218,-2.7465065372835
10221,-3.0165604559637
10225,-2.81472802333322
10233,-3.17287886921963
10268,-2.8681727067217
10272,-3.12275482855487
10282,-3.124034950014
10298,-3.124034950014
10306,-3.06062060512787
10321,-2.11076248325697
10329,-3.41569339881588
10342,-3.45201641760811
10358,-2.99980853765755
10382,-3.51097254985027
10402,-3.00108865911667
10411,-3.33372920488433
10423,-1.98653607090052
10425,-3.33372920488433
10428,-3.25176501095278
10446,-3.20471902248642
10454,-2.97791209524191
10458,-3.18439589558319
10473,-2.75561142335798
10482,-3.16501704697978
10487,-2.06978038629119
10490,-2.06978038629119
10497,-3.55631282047356
10511,-3.16980081702123
10516,-2.31567296808584
10535,-2.99980853765755
10547,-2.89669221726477
10617,-3.53090255934126
10618,-3.1685206955621
10624,-2.89669221726477
10638,-2.89361416506638
10662,-3.26507996805561
10686,-2.59168303549488
10725,-3.01528033450458
10736,-2.78620851279015
10741,-2.96052190818686
10749,-3.51225267130939
10781,-3.59421686524094
10789,-3.51533072350779
10802,-3.20599914394555
10816,-2.7992562264862
10857,-3.0499325783223
10858,-3.26943814171314
10868,-3.18311577412406
10874,-2.92220251738352
10878,-3.06062060512787
10882,-2.86945282818083
10908,-2.91912446518512
10922,-2.02879828932542
10937,-2.84023832345197
10949,-2.02879828932542
10975,-3.41569339881588
11000,-2.62356024638618
11018,-3.34704416198716
11044,-3.26117291629923
11054,-3.07308319155058
11065,-2.99980853765755
11075,-2.5856562016188
11086,-2.78748863424928
11097,-3.2457011194522
11114,-6.0762244399418
11140,-3.24698124091133
11142,-3.43028847737784
11147,-2.23370877415429
11209,-3.2879633378771
11270,-3.16501704697978
11301,-3.04207075608245
11322,-3.51097254985027
11323,-2.67364722942643
11327,-3.05754255292948
11328,-3.59421686524094
11335,-3.38802625895294
11359,-3.47127057434362
11399,-3.0817727315891
11417,-3.45539537432253
11442,-2.83716027125357
11451,-2.91912446518512
11460,-3.37343118039098
11473,-3.22537799254896
11482,-3.09852464989525
11495,-3.26943814171314
11539,-3.45667549578166
11582,-3.08613090524662
11604,-2.78620851279015
11605,-3.45539537432253
11607,-2.7992562264862
11608,-3.61286675327281
11610,-2.81164997113483
11616,-3.08783662308968
11623,-3.42900835591872
11629,-3.59293674378182
11636,-3.04207075608245
11658,-2.79659352032376
11662,-3.00416671131507
11664,-3.18439589558319
11678,-2.6531333717141
11683,-3.2879633378771
11684,-3.18747394778159
11698,-2.7146293263922
11707,-3.00022388369351
11712,-3.04557440466478
11748,-3.42900835591872
11801,-3.1271130022124
11804,-2.84697394113527
11823,-3.37471130185011
11834,-3.05859616771433
11843,-3.24698124091133
11847,-3.34832428344629
11862,-2.73201951344726
11901,-2.81270358591968
11964,-3.41569339881588
11994,-2.87686224676022
12001,-3.05626243147035
12007,-2.27341074966094
12044,-3.05987628917346
12047,-3.20599914394555
12075,-3.20599914394555
12118,-3.24698124091133
12127,-3.26636008951474
12130,-2.8526320681006
12137,-2.917844343726
12146,-3.26507996805561
12148,-3.69483094720436
12153,-3.47434862654201
12203,-2.23370877415429
12208,-2.82847073121505
12236,-3.09724452843613
12238,-3.2879633378771
12241,-2.48121312064169
12269,-3.16809509917817
12300,-3.39238443261046
12348,-2.81164997113483
12367,-2.31567296808584
12392,-2.8681727067217
12450,-3.0165604559637
12455,-3.55323476827517
12467,-3.20471902248642
12478,-2.75433130189885
12502,-2.91912446518512
12505,-2.19580472938692
12527,-2.68304555327217
12530,-2.27341074966094
12541,-2.99239911907815
12588,-3.55195464681604
12593,-1.98653607090052
12605,-3.43336652957624
12614,-3.124034950014
12644,-2.82847073121505
12668,-3.09852464989525
12688,-3.26636008951474
12693,-3.30734218648052
12723,-3.34704416198716
12730,-2.82719060975593
12731,-1.98781619235964
12732,-2.83757561728953
12748,-2.6723671079673
12759,-3.16809509917817
12790,-2.43861925898317
12798,-2.02879828932542
12823,-3.26245303775835
12845,-2.83757561728953
12854,-3.08305285304823
12858,-2.87855771425531
12901,-2.62228012492705
12940,-3.0196385081621
12960,-3.47434862654201
12981,-3.30606206502139
13001,-2.51783704394995
13022,-3.31042023867891
13027,-2.06978038629119
13030,-3.16373692552065
13035,-3.51097254985027
13073,-3.33372920488433
13082,-3.41441327735676
13089,-3.05626243147035
13093,-2.7146293263922
13140,-3.124034950014
13159,-3.61158663181369
13161,-2.9104349251466
13191,-2.87814236821935
13196,-3.16501704697978
13302,-2.0288438126145
13314,-1.98781619235964
13335,-3.33244908342521
13354,-2.79659352032376
13371,-3.20599914394555
13395,-1.98781619235964
13414,-2.9104349251466
13445,-2.89233404360725
13451,-3.16501704697978
13459,-3.59293674378182
13463,-3.49637747128831
13464,-3.49765759274743
13469,-2.81270358591968
13526,-3.1804888438268
13532,-2.10948236179784
13602,-3.22537799254896
13611,-2.43861925898317
13623,-2.11076248325697
13638,-1.91571119159888
13641,-3.59421686524094
13668,-3.20471902248642
13691,-3.42900835591872
13734,-2.43861925898317
13762,-2.9601065621509
13778,-2.855710120299
13779,-3.18311577412406
13790,-2.35665506505162
13812,-3.2879633378771
13837,-2.48121312064169
13845,-3.47127057434362
13854,-3.1271130022124
13859,-3.04207075608245
13873,-3.16501704697978
13882,-3.63391884074759
13919,-2.23370877415429
13935,-2.82847073121505
13941,-2.87814236821935
13945,-3.42900835591872
13950,-3.20599914394555
13960,-3.16373692552065
13963,-2.95924178672773
13970,-2.23370877415429
13988,-3.31042023867891
13989,-2.9104349251466
13995,-3.1835668960252
14048,-2.43861925898317
14050,-3.26245303775835
14053,-2.15174458022274
14056,-3.2879633378771
14080,-3.43028847737784
14128,-3.26507996805561
14141,-3.210782913987
14162,-2.23370877415429
14165,-3.2879633378771
14167,-2.75827412952042
14188,-3.08305285304823
14250,-3.24698124091133
14304,-3.25176501095278
14340,-2.62228012492705
14365,-6.28113492477068
14367,-3.09852464989525
14372,-3.39238443261046
14380,-3.22409787108984
14442,-3.26245303775835
14458,-2.90915480368748
14460,-3.38930638041207
14488,-3.12881872005546
14514,-3.16501704697978
14569,-2.75561142335798
14571,-2.87814236821935
14577,-3.22537799254896
14591,-2.15046445876362
14683,-3.20950279252788
14695,-2.5537789907275
14697,-2.91912446518512
14699,-3.2457011194522
14702,-3.00108865911667
14712,-3.1804888438268
14719,-3.00150400515263
14728,-3.47127057434362
14810,-3.30734218648052
14819,-3.2879633378771
14824,-3.00108865911667
14829,-3.00150400515263
14858,-3.2879633378771
14881,-2.69103741648148
14894,-2.75433130189885
14967,-2.87686224676022
14981,-2.43861925898317
14995,-2.86945282818083
14997,-3.31042023867891
15011,-3.1835668960252
15014,-3.04079063462332
15027,-3.2457011194522
15047,-3.55323476827517
15074,-3.55323476827517
15076,-3.210782913987
15129,-3.1382266254019
15144,-3.16501704697978
15155,-2.15482263242114
15159,-3.20599914394555
15181,-2.95013690065325
15193,-3.04207075608245
15223,-3.20599914394555
15247,-3.08613090524662
15259,-2.39763716201739
15281,-3.29582516011695
15284,-3.14649185081581
15329,-3.04207075608245
15380,-3.12275482855487
15393,-2.91953981122108
15411,-3.59293674378182
15447,-2.92220251738352
15545,-2.87253088037923
15558,-2.87814236821935
15560,-2.59476108769328
15572,-3.47127057434362
15586,-2.70552444031773
15590,-2.6723671079673
15598,-3.59293674378182
15608,-3.2879633378771
15637,-2.87686224676022
15679,-2.9601065621509
15712,-2.9601065621509
15744,-2.917844343726
15753,-2.87855771425531
15779,-3.04207075608245
15796,-2.9104349251466
15838,-3.26245303775835
15849,-2.35537494359249
15872,-3.28372985608749
15876,-3.63391884074759
15879,-3.30734218648052
15920,-3.210782913987
15922,-2.87814236821935
15944,-2.93331614057303
15956,-2.89669221726477
15965,-2.10948236179784
15972,-3.18311577412406
15978,-3.04207075608245
16007,-3.20907719614395
16025,-3.09091467528808
16028,-3.30606206502139
16047,-2.75827412952042
16054,-3.42900835591872
16057,-3.26636008951474
16060,-3.2879633378771
16084,-2.31439284662672
16094,-3.45539537432253
16096,-2.89233404360725
16102,-3.38930638041207
16129,-3.63391884074759
16135,-2.43733913752404
16195,-2.87686224676022
16198,-2.9601065621509
16201,-2.83716027125357
16215,-3.55631282047356
16223,-3.38930638041207
16239,-3.33372920488433
16254,-2.913512977345
16279,-2.62228012492705
16284,-3.0468545261239
16304,-2.27469087112007
16317,-3.09091467528808
16332,-3.20599914394555
16347,-2.93459626203215
16358,-3.00895048135653
16366,-2.81472802333322
16391,-2.97557835899793
16397,-3.210782913987
16423,-3.33680725708273
16435,-2.03187634152382
16450,-3.14649185081581
16482,-3.2138609661854
16493,-2.57116917778255
16497,-2.78748863424928
16517,-3.55323476827517
16534,-2.84023832345197
16547,-3.18439589558319
16566,-3.22537799254896
16603,-2.02751816786629
16607,-3.2879633378771
16689,-2.93767431423055
16694,-2.83716027125357
16702,-2.95882644069177
16717,-3.44893836540971
16721,-3.04207075608245
16739,-3.55631282047356
16745,-2.99980853765755
16759,-3.05754255292948
16792,-3.38930638041207
16809,-2.10948236179784
16818,-3.09852464989525
16829,-2.62228012492705
16886,-2.93331614057303
16956,-3.08305285304823
17004,-2.06978038629119
17005,-2.87814236821935
17006,-3.38802625895294
17039,-2.95013690065325
17048,-2.53018708081678
17053,-2.60108135934062
17075,-3.29274710791856
17104,-2.79531339886463
17108,-3.38802625895294
17115,-2.97557835899793
17118,-3.05626243147035
17134,-2.87686224676022
17142,-2.9631846143493
17150,-2.15046445876362
17151,-3.18311577412406
17160,-3.55323476827517
17168,-3.26636008951474
17240,-3.47127057434362
17266,-2.9104349251466
17280,-3.09724452843613
17323,-2.83757561728953
17338,-3.41103432064234
17342,-3.04207075608245
17359,-3.124034950014
17390,-3.08783662308968
17394,-2.8362954958304
17401,-2.83757561728953
17416,-3.26117291629923
17446,-3.55195464681604
17478,-2.75827412952042
17489,-3.08305285304823
17500,-3.2457011194522
17520,-2.99239911907815
17536,-2.81270358591968
17542,-3.41569339881588
17544,-3.51225267130939
17555,-3.2879633378771
17565,-2.62356024638618
17568,-2.83154878341345
17586,-3.34832428344629
17600,-2.87814236821935
17644,-2.71334920493308
17646,-3.124034950014
17655,-3.18439589558319
17679,-3.63519896220672
17727,-2.99980853765755
17758,-2.87686224676022
17825,-2.87814236821935
17853,-2.97557835899793
17915,-2.92220251738352
17916,-2.83716027125357
17918,-3.47127057434362
17929,-3.57496270850544
17930,-3.12275482855487
17937,-3.16809509917817
17944,-3.16980081702123
17954,-3.25176501095278
17965,-3.16501704697978
17993,-3.49637747128831
17997,-3.124034950014
18031,-2.87253088037923
18065,-2.11076248325697
18067,-2.37607943694412
18068,-3.2457011194522
18070,-3.26636008951474
18097,-3.00022388369351
18127,-3.41569339881588
18172,-3.44893836540971
18206,-3.05754255292948
18232,-3.20471902248642
18244,-3.1804888438268
18256,-3.37343118039098
18277,-2.31567296808584
18308,-3.26636008951474
18321,-2.59040291403575
18341,-2.82847073121505
18345,-2.5537789907275
18359,-3.0817727315891
18377,-3.25176501095278
18378,-3.49637747128831
18381,-3.12275482855487
18414,-3.63519896220672
18435,-2.91825968976195
18486,-2.59168303549488
18504,-2.99547717127655
18512,-3.49637747128831
18521,-2.78748863424928
18555,-3.16501704697978
18556,-2.67364722942643
18571,-2.35537494359249
18573,-3.05754255292948
18594,-3.00108865911667
18658,-2.81398370737881
18679,-3.59421686524094
18718,-3.34704416198716
18748,-2.15174458022274
18752,-2.99980853765755
18765,-2.06978038629119
18846,-2.75561142335798
18850,-2.15174458022274
18861,-3.26943814171314
18892,-3.51533072350779
18908,-2.93331614057303
18935,-3.37343118039098
18968,-2.7042443188586
18980,-3.18439589558319
18981,-3.29274710791856
18997,-2.27469087112007
19011,-2.11076248325697
19012,-6.11720653690758
19030,-3.51097254985027
19035,-3.00108865911667
19045,-2.9601065621509
19048,-3.16809509917817
19052,-3.2879633378771
19086,-2.88122042041775
19119,-3.44765824395059
19121,-6.404081215668
19125,-2.96052190818686
19147,-3.0196385081621
19175,-3.32471195305326
19200,-3.25176501095278
19210,-3.124034950014
19236,-3.20599914394555
19268,-3.03338121604393
19279,-3.45539537432253
19302,-3.24402788058084
19304,-1.90893005062649
19327,-3.18439589558319
19331,-3.43028847737784
19342,-2.83757561728953
19344,-2.97557835899793
19398,-2.37217238518773
19403,-3.124034950014
19415,-3.30606206502139
19425,-2.6420634563064
19429,-2.31567296808584
19434,-3.47127057434362
19456,-2.99980853765755
19458,-3.63519896220672
19460,-3.26507996805561
19472,-3.51097254985027
19482,-3.59293674378182
19488,-2.95141702211238
19502,-2.81270358591968
19521,-3.16809509917817
19541,-1.98781619235964
19626,-2.35665506505162
19641,-3.44893836540971
19694,-2.917844343726
19704,-3.20599914394555
19737,-3.09852464989525
19738,-2.83716027125357
19745,-3.61286675327281
19752,-3.12275482855487
19753,-2.96796838439075
19788,-2.82719060975593
19794,-2.66454234335195
19796,-3.17920872236768
19822,-3.42900835591872
19834,-2.95141702211238
19848,-3.12881872005546
19933,-3.34832428344629
19956,-2.83757561728953
19964,-2.8526320681006
19977,-2.83588014979445
19981,-2.79659352032376
20010,-2.83588014979445
20014,-1.34342812158367
20039,-3.00416671131507
20045,-3.47434862654201
20081,-3.33372920488433
20154,-2.87814236821935
20177,-2.99239911907815
20210,-3.63391884074759
20254,-3.28668321641798
20262,-2.72710570243634
20272,-2.91912446518512
20277,-3.51097254985027
20297,-2.85135194664147
20324,-3.20599914394555
20361,-3.08305285304823
20362,-2.31875102028424
20372,-2.95141702211238
20382,-3.08783662308968
20394,-3.49637747128831
20410,-3.0817727315891
20420,-3.09852464989525
20425,-2.87727759279618
20426,-3.26507996805561
20438,-2.93459626203215
20451,-3.33680725708273
20469,-3.2457011194522
20470,-2.51279689376173
20473,-2.81472802333322
20496,-3.20599914394555
20519,-3.28668321641798
20531,-2.95013690065325
20559,-2.93331614057303
20560,-3.22409787108984
20587,-2.95882644069177
20592,-2.91912446518512
20638,-3.26636008951474
20647,-3.57188465630704
20682,-3.26245303775835
